Dates,Financials,Consumer Staples,Energy,Industrials,Healthcare,Consumer Discretionary,Utilities,Information Technology,Materials,S&P500,Communication Services
7/24/2019,5953,217759,34094,34094,26808,141816,269248,269248,23845,2391180,117377
7/25/2019,6805,187120,43450,43450,28015,302204,373860,373860,30062,3671366,135021
7/26/2019,5212,193298,24260,24260,15863,125416,254104,254104,27629,2711708,150530
7/29/2019,7248,172068,21222,21222,20156,41976,292128,292128,24191,2326293,225347
7/30/2019,32595,152284,25604,25604,16117,80132,215204,215204,17997,4702228,110014
7/31/2019,20034,211627,62736,62736,78655,122804,429688,429688,30417,8580642,313736
8/1/2019,22163,309778,123630,123630,61859,184736,502828,502828,55816,10111561,933070
8/2/2019,18238,505789,231622,231622,236433,169132,544096,544096,47862,7481079,297871
8/5/2019,15491,408510,184248,184248,114485,418192,1787672,1787672,58269,6926012,349513
8/6/2019,6327,311821,128882,128882,42476,125524,491084,491084,34750,5461850,231097
8/7/2019,19196,819904,115428,115428,36172,143032,1181108,1181108,33117,5787695,1156922
8/8/2019,13382,733851,53214,53214,51348,226224,483880,483880,29420,5600858,250605
8/9/2019,12822,620518,78102,78102,42916,125512,354272,354272,35070,4104704,299257
8/12/2019,9896,566083,93900,93900,16314,54740,202584,202584,43891,2641385,308406
8/13/2019,8451,711446,101430,101430,35330,89204,356772,356772,28304,3632135,205789
8/14/2019,12034,1090914,111854,111854,139338,75756,742448,742448,72988,5805455,344162
8/15/2019,41399,833641,77028,77028,83971,90836,470508,470508,97435,5810749,790624
8/16/2019,15992,730594,76258,76258,31693,115280,229068,229068,36413,3910954,403882
8/19/2019,9487,536940,44398,44398,26753,49552,205076,205076,45390,2828671,449105
8/20/2019,9622,396518,53362,53362,22438,40080,203460,203460,27564,2987421,512654
8/21/2019,17668,439747,63970,63970,70919,122200,280944,280944,26161,3006067,121069
8/22/2019,13549,368072,106378,106378,42902,111944,261316,261316,25189,4230280,112459
8/23/2019,11139,918960,177940,177940,42158,155332,465040,465040,74678,6060643,325501
8/26/2019,7754,554503,170558,170558,37418,58896,491464,491464,37632,2682329,156005
8/27/2019,11529,535115,101630,101630,26974,71564,316536,316536,27105,3418040,173502
8/28/2019,6112,592519,99598,99598,29704,60508,240364,240364,18536,3831042,123045
8/29/2019,9076,531475,78246,78246,132719,57388,437132,437132,22272,3548385,172977
8/30/2019,10161,687408,63486,63486,27526,146784,346376,346376,19655,4786562,104181
9/2/2019,10161,687408,63486,63486,27526,146784,346376,346376,19655,4786562,104181
9/3/2019,10865,518507,93208,93208,32384,126888,298860,298860,32675,4420786,174326
9/4/2019,7097,380636,34356,34356,142775,167820,204964,204964,27667,2742640,68113
9/5/2019,9275,765794,120436,120436,30960,110644,1032224,1032224,42972,4005872,103669
9/6/2019,5457,429580,62328,62328,29990,52836,347392,347392,30777,3937476,80089
9/9/2019,6286,439271,82920,82920,28179,68968,547872,547872,25110,2973356,384723
9/10/2019,4805,657025,120284,120284,23923,80448,380872,380872,34017,2416750,657484
9/11/2019,5813,994304,48568,48568,227076,81396,856192,856192,40158,2935137,142164
9/12/2019,8516,771280,60720,60720,33965,555888,475380,475380,63174,4597562,689888
9/13/2019,8280,474666,36584,36584,15276,220764,231740,231740,30230,4257023,571749
9/16/2019,7461,947276,35990,35990,14226,55248,204652,204652,31165,2277436,165654
9/17/2019,6642,1137051,19568,19568,11662,87232,126356,126356,16664,3920530,69729
9/18/2019,17828,413184,27930,27930,10279,61932,346844,346844,22166,3065864,111677
9/19/2019,4187,530620,26432,26432,15027,56652,378492,378492,21604,5069435,115604
9/20/2019,10681,511279,25798,25798,24653,74504,414460,414460,26838,5893756,1676089
9/23/2019,11884,469341,195858,195858,43452,65296,941348,941348,53023,4640738,571244
9/24/2019,12027,626185,56402,56402,127682,270492,698960,698960,80917,6188101,706142
9/25/2019,5307,333167,59518,59518,18168,51808,488884,488884,36331,3632153,249122
9/26/2019,6317,411241,116544,116544,27551,44708,458260,458260,33032,3103107,109778
9/27/2019,6657,417238,131860,131860,29375,183020,684404,684404,61112,3287298,188400
9/30/2019,10878,362808,36288,36288,34261,100548,302408,302408,16709,3809875,111100
10/1/2019,6335,439771,66378,66378,28418,489872,551964,551964,70805,4896122,180705
10/2/2019,9532,579591,95476,95476,78750,394204,731780,731780,43100,6361895,327725
10/3/2019,12530,714879,147444,147444,46491,202172,1147020,1147020,79811,4787944,867098
10/4/2019,6209,435232,52506,52506,20900,62148,301072,301072,15468,4951258,570213
10/7/2019,8536,325180,83642,83642,31565,82352,167060,167060,34215,2631875,183447
10/8/2019,16806,408966,126504,126504,45072,231712,543860,543860,72949,3990697,378944
10/9/2019,4732,317201,46496,46496,67587,66364,343728,343728,31549,3397724,221491
10/10/2019,10044,270905,68352,68352,92507,74856,343372,343372,118146,3544531,239853
10/11/2019,24419,427001,243172,243172,44801,101100,634584,634584,161730,4199307,581061
10/14/2019,3059,202042,18440,18440,49664,50540,276776,276776,49602,1616105,255104
10/15/2019,15177,317138,31020,31020,42471,65456,277920,277920,108792,3196908,765774
10/16/2019,4479,279807,28750,28750,39844,1925072,2060952,2060952,54084,3141043,749328
10/17/2019,5759,308402,44080,44080,20860,112468,335556,335556,35063,2131042,1520480
10/18/2019,5471,256748,68452,68452,22529,100664,280008,280008,50248,2557341,150845
10/21/2019,5132,324109,19242,19242,14998,44612,370456,370456,20844,3785065,82506
10/22/2019,4739,331935,33158,33158,23928,56836,210624,210624,49365,4541312,106950
10/23/2019,4364,363563,15784,15784,10803,47584,198288,198288,29817,1799721,106743
10/24/2019,5063,403726,41870,41870,63527,86088,540788,540788,35403,1944073,846229
10/25/2019,11245,308167,35880,35880,11012,38452,241680,241680,26679,2515669,178099
10/28/2019,4317,300159,26800,26800,26599,83756,285596,285596,25159,4818244,304740
10/29/2019,12041,357770,61108,61108,116604,87324,371684,371684,29745,3443558,259412
10/30/2019,10402,322272,65532,65532,37228,91976,440996,440996,40747,4161047,145354
10/31/2019,6422,652330,77964,77964,26623,149412,303176,303176,45416,4215561,273449
11/1/2019,14908,301202,52958,52958,17521,99028,396020,396020,26959,2413078,241769
11/4/2019,8305,377383,432420,432420,44204,67104,254808,254808,35932,2515617,123750
11/5/2019,24377,441229,75790,75790,56910,71696,277156,277156,46615,4952324,213120
11/6/2019,7315,469129,49296,49296,37085,74632,300048,300048,30474,2711805,191453
11/7/2019,10076,411465,236902,236902,200148,73924,684108,684108,51931,2777505,466543
11/8/2019,7588,296440,49704,49704,14809,46140,333836,333836,19704,2031044,203003
11/11/2019,5831,334801,42350,42350,11076,41384,238936,238936,18361,2232424,192268
11/12/2019,5922,315459,45878,45878,27520,50836,365260,365260,26807,2530855,128191
11/13/2019,16421,306959,34706,34706,29986,47948,252072,252072,23315,2317147,174412
11/14/2019,6294,293179,44308,44308,12012,46028,290528,290528,26454,2320228,184888
11/15/2019,64765,233664,47306,47306,75135,172928,251768,251768,30548,3770173,422494
11/18/2019,17189,228713,147104,147104,24550,170860,380620,380620,30017,2867353,593926
11/19/2019,7183,240918,44434,44434,27801,107284,491744,491744,17555,3877288,217110
11/20/2019,22687,583461,49864,49864,195906,80876,412972,412972,28193,4100668,359153
11/21/2019,15109,783595,87712,87712,46080,239044,677692,677692,30971,2174244,235486
11/22/2019,3569,317862,30436,30436,48345,1930932,410872,410872,188852,2164540,136390
11/25/2019,3305,360065,364382,364382,53310,243252,723940,723940,75605,3512289,255969
11/26/2019,5237,318037,117120,117120,38395,193052,273120,273120,28826,3183276,285632
11/27/2019,12050,311283,20480,20480,36929,36760,203984,203984,13866,2003223,229617
11/28/2019,12050,311283,20480,20480,36929,36760,203984,203984,13866,2003223,229617
11/29/2019,3473,184867,13186,13186,9985,17136,79496,79496,5964,1790666,67893
12/2/2019,14642,506238,332866,332866,146713,146444,552964,552964,23268,3537355,377349
12/3/2019,11575,784141,246604,246604,70268,81996,477724,477724,21630,2577192,283664
12/4/2019,9034,578950,41452,41452,36748,126752,316104,316104,17604,2211393,116980
12/5/2019,8511,453905,135232,135232,52212,98076,380020,380020,32267,3007436,298991
12/6/2019,3245,571317,62584,62584,19481,44860,489536,489536,14739,4750735,402259
12/9/2019,6018,460434,35968,35968,17425,47956,214756,214756,10090,3298872,202393
12/10/2019,3845,458185,51302,51302,19344,31176,268888,268888,11755,3498183,149450
12/11/2019,5398,287875,61230,61230,170670,31656,164296,164296,25127,4634192,143394
12/12/2019,13170,888278,112226,112226,48913,105272,453680,453680,63348,5009757,163083
12/13/2019,8709,991115,79198,79198,16661,75856,281000,281000,34025,3983295,142289
12/16/2019,7061,349667,37392,37392,34797,231208,446108,446108,16186,3948535,280839
12/17/2019,6029,490433,63004,63004,26072,89964,656872,656872,14348,4846302,520291
12/18/2019,3173,557587,49694,49694,64076,56796,228592,228592,9743,4238755,190529
12/19/2019,7184,429351,70864,70864,34494,51904,421836,421836,16024,5210222,500988
12/20/2019,14654,955617,49214,49214,14346,42880,306948,306948,18034,5678374,87274
12/23/2019,14500,828282,35896,35896,113443,44892,344688,344688,11115,4520185,125617
12/24/2019,2697,182954,48752,48752,11270,20956,320492,320492,14558,2716319,41009
12/25/2019,2697,182954,48752,48752,11270,20956,320492,320492,14558,2716319,41009
12/26/2019,2019,402903,25312,25312,28585,22304,249528,249528,6228,2852214,29641
12/27/2019,4018,461027,215990,215990,20946,36756,176912,176912,8780,5091408,267725
12/30/2019,3998,621463,40580,40580,21484,64036,318904,318904,14433,3511987,109895
12/31/2019,12892,739646,111838,111838,18551,92000,203824,203824,31536,3129116,106766
1/1/2020,12892,739646,111838,111838,18551,92000,203824,203824,31536,3129116,106766
1/2/2020,206829,580462,323958,323958,514481,141156,826524,826524,70824,4072016,168900
1/3/2020,62799,425900,49152,49152,46408,153744,377068,377068,35845,4290425,362821
1/6/2020,28025,949025,212510,212510,55863,57580,330624,330624,23060,4216642,247401
1/7/2020,12139,705727,39344,39344,27943,64812,289792,289792,18066,3715022,154384
1/8/2020,7931,808408,69384,69384,41264,100004,476388,476388,44182,3913320,147134
1/9/2020,6714,589064,75528,75528,23437,73496,404736,404736,16095,2970670,111990
1/10/2020,11400,557981,81538,81538,16862,61164,480608,480608,10979,3494587,97070
1/13/2020,17160,411417,43880,43880,51646,34588,367364,367364,24934,3596152,193929
1/14/2020,11030,675834,45036,45036,67136,130688,523480,523480,21872,4301349,240546
1/15/2020,7649,488592,67484,67484,43595,116364,360920,360920,13881,4405103,157505
1/16/2020,17929,599536,54078,54078,33194,62764,334676,334676,14498,5493464,105458
1/17/2020,6358,444390,37372,37372,56021,80820,296744,296744,14494,4982426,102859
1/20/2020,6358,444390,37372,37372,56021,80820,296744,296744,14494,4982426,102859
1/21/2020,14435,836366,33470,33470,26053,51840,288972,288972,25350,5892358,189488
1/22/2020,6406,404135,43772,43772,18076,59012,359712,359712,11969,4182428,108202
1/23/2020,7752,519425,22852,22852,23297,94648,225556,225556,34918,7454892,59493
1/24/2020,11856,622075,32136,32136,32243,114148,566048,566048,21476,4793512,81034
1/27/2020,9330,633889,67796,67796,49676,93068,970336,970336,20239,6552904,60980
1/28/2020,12303,615047,18036,18036,22103,79088,483540,483540,31266,5559244,79214
1/29/2020,6490,503180,21616,21616,18666,71488,365792,365792,26129,3379487,141803
1/30/2020,12904,854331,65198,65198,15288,107160,802164,802164,28201,4084536,173249
1/31/2020,28135,816232,270234,270234,59535,93068,672136,672136,38843,6354354,418400
2/3/2020,52257,740505,40922,40922,64674,35636,330472,330472,35842,3122015,199670
2/4/2020,37021,574962,39056,39056,87718,105192,342304,342304,45881,3636332,94622
2/5/2020,18167,837084,102796,102796,63891,82012,586896,586896,56770,4106060,225441
2/6/2020,43362,498911,38244,38244,25625,59676,440204,440204,28741,4442632,105492
2/7/2020,14717,472562,46132,46132,32201,86980,347800,347800,27200,4679873,137178
2/10/2020,8921,560417,13642,13642,21324,104808,267380,267380,19254,3614319,110189
2/11/2020,6226,486676,27452,27452,61836,69124,515952,515952,13764,5850816,237557
2/12/2020,4931,616817,38292,38292,96312,45476,847788,847788,14171,5473314,664463
2/13/2020,6518,584737,35336,35336,23651,39972,451732,451732,18674,7908283,208819
2/14/2020,2708,565173,14122,14122,22308,46144,301480,301480,10698,6510657,129018
2/17/2020,2708,565173,14122,14122,22308,46144,301480,301480,10698,6510657,129018
2/18/2020,7182,397346,15530,15530,59534,146248,302644,302644,15954,3572132,100587
2/19/2020,7017,497879,207156,207156,23941,157996,402696,402696,8486,2678830,81745
2/20/2020,9184,482644,26902,26902,46496,118688,533228,533228,21038,3567658,110392
2/21/2020,8067,624151,19652,19652,13159,40672,1081144,1081144,14185,4323892,579626
2/24/2020,34913,955217,92432,92432,416804,336612,1726824,1726824,103778,7492116,204450
2/25/2020,22180,1226840,146534,146534,62640,171264,2670008,2670008,125365,12100926,226390
2/26/2020,14595,1518661,86956,86956,77413,158052,1031012,1031012,75852,11688922,1172514
2/27/2020,52034,2350563,222822,222822,124446,261376,2024484,2024484,86370,11340085,965439
2/28/2020,68163,2358062,209628,209628,207055,303948,2328000,2328000,107525,19516305,900912
3/2/2020,68423,1832446,133532,133532,162072,137084,904164,904164,79654,11780848,346312
3/3/2020,56357,2820540,267070,267070,78041,135740,1834036,1834036,84194,12910308,723224
3/4/2020,44473,1411254,84732,84732,280216,148180,656160,656160,36745,7188632,272514
3/5/2020,7367,1728564,55516,55516,226037,287924,675508,675508,47264,6506646,278932
3/6/2020,11078,1853896,178320,178320,46424,187140,736352,736352,50866,9896369,2264872
3/9/2020,36522,4070242,160698,160698,89319,782420,1977820,1977820,78336,14676524,377686
3/10/2020,59342,1684710,235810,235810,233247,394404,1300388,1300388,79938,14213306,649049
3/11/2020,31021,3138545,107346,107346,82672,274104,1734676,1734676,80141,10023070,1028470
3/12/2020,102816,2044958,337758,337758,164006,667992,1924132,1924132,68960,22444712,687049
3/13/2020,33242,1291814,224634,224634,96493,333108,1568980,1568980,145688,24915835,1034456
3/16/2020,59434,1189442,217090,217090,66665,663124,1145396,1145396,121607,18004609,437340
3/17/2020,39579,1039323,179428,179428,89770,353572,1115224,1115224,70636,18140869,463871
3/18/2020,107720,1967673,237896,237896,75435,417036,1893356,1893356,73786,22014181,523349
3/19/2020,93369,2707747,166084,166084,344631,314136,1338736,1338736,53392,18324895,682896
3/20/2020,39923,3959506,163104,163104,98321,359548,886256,886256,40324,12619785,520007
3/23/2020,72443,3451351,235186,235186,243976,296552,1247120,1247120,69827,14473186,596897
3/24/2020,30904,3801189,89364,89364,93367,233832,912728,912728,54240,12474365,574937
3/25/2020,52919,4947982,150602,150602,78153,288628,895748,895748,98330,11938247,493489
3/26/2020,27010,3512748,249836,249836,98799,350100,1520684,1520684,81475,15886790,576664
3/27/2020,51906,2333517,260206,260206,214996,183176,700432,700432,45037,9514721,226354
3/30/2020,32927,1469914,99200,99200,199276,140104,591320,591320,50226,9539772,299868
3/31/2020,29154,1392002,110612,110612,151051,105504,709500,709500,41287,9561016,154844
4/1/2020,88414,1440556,94216,94216,129576,136640,868976,868976,45210,13680801,564254
4/2/2020,81474,3548265,34650,34650,39975,225272,633596,633596,47564,7510847,504085
4/3/2020,17670,2337476,139376,139376,36806,83096,473404,473404,42148,6419035,272654
4/6/2020,26100,2562841,57114,57114,116314,634528,758212,758212,47400,9644836,364901
4/7/2020,42876,3126212,110092,110092,135219,245508,937468,937468,83898,11723134,697509
4/8/2020,89233,2674358,77660,77660,172137,495460,801660,801660,115004,5987657,281670
4/9/2020,77288,4438265,166746,166746,84128,332380,700876,700876,102405,11462054,474124
4/10/2020,77288,4438265,166746,166746,84128,332380,700876,700876,102405,11462054,474124
4/13/2020,21772,2189437,107682,107682,34599,148664,629836,629836,53327,7569708,241692
4/14/2020,19008,2125041,70438,70438,78505,475088,638360,638360,111955,8106513,158225
4/15/2020,43739,2034376,54296,54296,115455,73356,711188,711188,32198,6012143,683632
4/16/2020,20188,1817924,79430,79430,104175,160748,440160,440160,23580,6359986,285075
4/17/2020,23665,3097614,99456,99456,149097,101496,757244,757244,36861,7983041,1200153
4/20/2020,9559,3027052,47012,47012,245705,592084,408000,408000,25104,5692055,498046
4/21/2020,19346,4464836,52324,52324,106324,105928,504168,504168,49467,8689440,475366
4/22/2020,5850,1941158,64118,64118,421539,69364,1053984,1053984,22524,7207131,265301
