Dates,Information Technology,Healthcare,Energy,Consumer Discretionary,Financials,Communcation Services,Consumer Staples,Materials,Utilities,S&P500,Industrials
11/25/1991,66.09,107,89.46,74.1783,72.97,81.3,83.86,75.01,104.67,375.34,75.79
11/26/1991,67.26,106.35,89.26,75.2401,73.35,81.61,85.13,75.48,105.98,377.96,76.29
11/27/1991,66.13,106.72,89.17,74.7773,72.78,81.22,84.49,75.25,107.06,376.55,76
11/28/1991,66.13,106.72,89.17,74.7773,72.78,81.22,84.49,75.25,107.06,376.55,76
11/29/1991,65.4,107.22,88.8,74.4579,72.29,81.31,84.1,74.8,106.79,375.22,75.61
12/2/1991,65.92,109.6,90.02,75.976,73.74,81.91,86.04,75.77,108.02,381.4,76.6
12/3/1991,65.5,109.79,88.98,75.9954,73.92,81.88,86.14,75.62,107.55,380.96,76.8
12/4/1991,64.87,110.64,88.33,75.8192,73.62,82.17,86.13,75.49,106.97,380.07,76.17
12/5/1991,64.88,109.46,87.21,75.3714,72.66,81.85,86.18,74.79,106.41,377.4,75.45
12/6/1991,64.48,110.6,87.62,75.7473,72.96,82.27,86.51,74.77,107.76,379.09,75.6
12/9/1991,63.37,110.56,86.73,75.3467,73.26,82.43,86.86,74.38,107.64,378.26,75.57
12/10/1991,64.1,110.45,86.3,75.261,73.25,83.31,86.77,73.92,107.14,377.9,75.15
12/11/1991,64.5,109.76,86.35,75.1401,73.15,83.79,86.69,73.78,107.17,377.7,75.11
12/12/1991,64.84,111.37,87.52,75.8485,74.33,84.69,87.31,73.96,107.37,381.55,76.11
12/13/1991,65.13,111.6,88.38,76.9684,74.87,85.11,87.94,74.82,106.81,384.47,76.98
12/16/1991,64.74,112.64,88.22,76.8587,74.63,84.45,88.59,74.83,105.91,384.46,76.9
12/17/1991,63.87,113.13,87.89,76.0018,73.92,83.94,89.08,73.73,105.29,382.74,76.59
12/18/1991,63.93,113.33,88.22,76.0746,73.76,84.46,89.43,74.04,105.3,383.48,76.55
12/19/1991,62.8,113.56,87.9,75.0731,73.55,84.92,89.74,74.09,105.22,382.52,76.35
12/20/1991,63.32,115.01,88.57,75.9218,74.86,86.47,90.43,74.75,107.49,387.04,77.14
12/23/1991,65.47,118.13,89.47,78.6085,77.53,87.61,92.26,76.99,109.26,396.82,79.52
12/24/1991,66.1,118.46,89.23,79.3853,79.04,86.7,92.57,78.25,109.01,399.33,80.79
12/25/1991,66.1,118.46,89.23,79.3853,79.04,86.7,92.57,78.25,109.01,399.33,80.79
12/26/1991,67.54,121.68,89.33,80.0632,81.23,87.21,93.92,78.8,109.56,404.84,82.1
12/27/1991,67.83,122.51,89.59,80.4866,81.55,87.07,94.78,79.27,109.44,406.46,82.07
12/30/1991,69.66,124.32,90.67,83.1244,83.13,88,97.15,80.99,110.55,415.14,84.46
12/31/1991,69.3,124.4,92.5,83.7412,82.78,88.73,96.96,81.67,111.55,417.09,84.89
1/1/1992,69.3,124.4,92.5,83.7412,82.78,88.73,96.96,81.67,111.55,417.09,84.89
1/2/1992,70.2,123.77,92.93,84.4221,82.58,89.14,96.71,81.54,111,417.26,84.49
1/3/1992,70.49,124.24,93.08,84.8512,83.08,89.53,97.37,81.95,111.46,419.34,85.07
1/6/1992,70.97,124.04,91.89,84.6595,83.51,89.61,96.44,81.41,110.51,417.96,85.12
1/7/1992,72.43,124.24,90.01,84.4504,83.46,89.99,95.81,82.2,109.63,417.4,85.31
1/8/1992,72.53,125.02,88.69,84.8319,83.79,90.16,96.16,82.45,109.19,418.1,85.74
1/9/1992,72.92,125.17,87.97,85.1882,83.57,90,96.27,82.48,108.05,417.61,85.34
1/10/1992,72.24,123.98,88.09,85.0567,82.75,88.94,95.6,82.25,106.89,415.1,84.99
1/13/1992,72.31,123.09,89.32,85.2797,82.51,88.17,95.24,81.71,105.71,414.34,84.88
1/14/1992,74.09,123.12,91.07,87.1961,84.48,88.84,96.36,82.73,106.68,420.44,86.35
1/15/1992,76.13,119.84,90.92,87.9583,85.18,88.04,95.2,84.76,105.73,420.77,87.68
1/16/1992,76.32,116.34,90.99,87.9486,84.55,86.72,92.93,86.79,104.28,418.21,88.76
1/17/1992,76.6,117.38,91.9,87.478,84.11,87.16,92.78,86.81,104.23,418.86,89
1/20/1992,75.68,116.23,92.18,86.6823,83.18,86.52,92.66,86.14,104.5,416.36,88.39
1/21/1992,73.69,114.06,93.5,85.3364,82.08,86.83,92.38,85.04,104.73,412.64,86.88
1/22/1992,76.11,117.04,92.21,86.6977,83.64,88.12,93.91,85.13,106.11,418.13,87.85
1/23/1992,75.3,116.46,90.51,86.0096,83.56,87.4,93.68,84.29,105.28,414.96,87.13
1/24/1992,75.03,117.01,90.97,86.4744,83.74,86.51,93.88,84.7,105.97,415.48,86.61
1/27/1992,75.2,115.87,90.83,86.6396,83.63,85.84,93.76,85.15,105.82,414.99,86.82
1/28/1992,75.04,114.85,90.98,86.9457,83.74,85.56,94.06,85.58,105.73,414.96,86.68
1/29/1992,73.88,113.81,89.67,85.6705,82.64,85.27,92.81,84.52,105.17,410.34,86.05
1/30/1992,74.1,115.44,88.67,85.9102,82.46,85.01,94.34,84.06,104.97,411.63,86.4
1/31/1992,73.28,115.58,87.82,85.5786,81.31,84.4,93.95,83.01,104.68,408.79,85.49
2/3/1992,73.92,114.97,88.13,86.6863,81.7,83.52,94.1,82.79,104.12,409.53,85.71
2/4/1992,75.18,116.97,88.57,87.7908,82.9,84.28,94.77,84.01,103.83,413.85,86.45
2/5/1992,75.37,117.28,87.28,88.359,82.93,84.11,94.97,83.67,103.03,413.84,86.8
2/6/1992,74.68,116.12,87.62,88.5296,83.29,83.8,94.84,84.4,102.98,413.82,87.12
2/7/1992,74.91,115.14,88.36,87.6885,82.76,82.49,93.59,83.73,102.37,411.09,86.72
2/10/1992,75.83,114.97,89.51,88.3792,83.08,83.92,93.99,84.53,102.95,413.77,86.9
2/11/1992,75.76,114.37,89.13,88.5773,82.93,84.58,93.74,84.6,103.87,413.76,86.99
2/12/1992,77.86,114.97,89.96,89.172,83.9,84.73,94.27,85.17,104.17,417.13,87.83
2/13/1992,77.28,113.03,89.11,89.0331,83.09,84.1,93.18,84.9,103.43,413.69,87.25
2/14/1992,76.62,111.52,88.77,89.1742,82.62,83.9,92.86,85.82,103.24,412.48,87.16
2/17/1992,76.62,111.52,88.77,89.1742,82.62,83.9,92.86,85.82,103.24,412.48,87.16
2/18/1992,76.01,109.28,86.57,88.1225,82.22,82.77,91.15,85.14,102.82,407.38,86.92
2/19/1992,76.86,109.26,85.93,88.4252,82.53,82.81,91.63,85.86,102.42,408.26,87.05
2/20/1992,78.57,110.5,86.2,89.9983,83.59,82.73,93.4,87.26,103.16,413.9,88.79
2/21/1992,78.4,109.94,85.98,89.1006,83.41,81.67,92.91,86.76,101.88,411.46,88.5
2/24/1992,77.86,111.28,86.19,88.8446,83.88,82.19,93.4,86.56,101.5,412.27,88.38
2/25/1992,76.98,112,86.13,88.0276,83.46,81.89,93.21,85.39,101.94,410.45,87.57
2/26/1992,77.83,114.97,86.78,89.5043,84.32,82.48,94.41,85.54,102.73,415.35,88.23
2/27/1992,77.65,113.89,86.49,89.4544,84.46,82.08,93.9,85.44,102.51,413.86,87.75
2/28/1992,76.58,113.76,86.16,89.3404,84.15,81.95,93.81,85.08,102.34,412.7,87.55
3/2/1992,76.91,113.31,85.22,89.4232,84.44,81.56,93.57,85.5,101.96,412.45,88.08
3/3/1992,77.1,112.81,85.51,89.6427,84.36,81.31,93.45,86.24,101.5,412.85,88.55
3/4/1992,76.38,111.06,84.53,88.8799,83.67,81.14,92.62,85.83,100.9,409.33,87.99
3/5/1992,75.4,110.18,84.36,88.6626,82.53,80.76,91.9,85.18,100.66,406.51,87.21
3/6/1992,74.86,109.56,84.39,87.8838,82.07,80.99,91.52,84.35,100.43,404.44,86.58
3/9/1992,75.19,110.13,84.09,87.857,82.34,81.7,91.95,83.78,101.41,405.21,86.44
3/10/1992,76.2,110.75,84.01,88.2416,82.92,82.07,92.47,83.91,101.57,406.89,86.5
3/11/1992,75.26,109.76,83.71,87.715,82.01,81.61,91.94,83.51,101.15,404.03,85.78
3/12/1992,75.93,108.97,84.64,87.6064,81.8,81.36,91.87,83.26,101.14,403.89,85.67
3/13/1992,76.46,108.7,85.69,87.8398,82.13,81.39,92.36,84.24,101.36,405.84,86.26
3/16/1992,76.35,108.82,85.53,88.1264,82.35,81.26,92.55,84.73,101.7,406.39,86.25
3/17/1992,76.58,109.94,85.24,89.2479,83.13,81.66,93.34,85.82,102.2,409.58,87.04
3/18/1992,76.77,109.2,84.54,89.5224,83.47,81.45,93.02,86.33,102.27,409.15,86.87
3/19/1992,76.22,109.31,84.16,90.2714,83.81,81.92,92.47,86.99,102.17,409.8,87.29
3/20/1992,76.45,109.37,83.78,90.4926,84.54,82.58,92.97,87.12,102.61,411.3,87.89
3/23/1992,76.02,109.15,84.16,89.8058,83.86,82.53,92.59,87.5,102.09,409.91,87.41
3/24/1992,75.9,110.2,83.72,89.2756,83.42,82.16,92.35,87.52,102,408.88,86.85
3/25/1992,75.48,109.52,83.42,88.9711,83.24,82.54,92.67,86.87,101.24,407.52,86.13
3/26/1992,74.61,109.13,84.01,89.1476,83.65,82.29,92.97,87,101.37,407.86,86.15
3/27/1992,72.87,107.7,83.54,88.0405,82.59,81.38,92.4,86.13,100.86,403.5,85.21
3/30/1992,72.47,107.65,83.2,87.993,82.6,81.87,92.35,85.44,101.21,403,84.98
3/31/1992,72.76,107.93,83.35,88.0847,82.55,81.93,92.65,85.45,101.53,403.69,85.11
4/1/1992,72.61,109.11,83.45,88.3306,82.1,81.86,93.09,85.18,101.22,404.23,85.05
4/2/1992,71.98,107.46,82.63,87.3261,80.79,81.35,92.62,84.62,100.7,400.5,84.5
4/3/1992,71.63,107.99,84.95,86.9659,80.22,81.93,93.4,84.02,100.88,401.55,84.18
4/6/1992,72.82,108.51,88.08,87.9679,81.39,81.9,93.66,84.77,100.72,405.59,84.73
4/7/1992,71.24,106.19,86.13,86.1886,79.66,81.32,91.74,83.07,100.17,398.06,83.27
4/8/1992,71.71,106.41,85.97,85.0456,78.48,80.16,90.71,82.03,99.45,394.5,82.05
4/9/1992,72.23,108.54,85.91,86.6218,80.8,81.42,91.97,83.52,100.43,400.64,83.53
4/10/1992,71,110.16,86.37,87.388,81.25,82.32,93.2,84.56,101.34,404.29,84.62
4/13/1992,71.54,111.41,86.09,87.8463,81.72,82.65,93.54,85.17,101.64,406.08,84.73
4/14/1992,73.41,112.96,87.24,89.3097,83.18,83.93,94.77,86.34,102.44,412.39,86.26
4/15/1992,74.59,111.33,88.19,90.6787,83.35,85.21,95.24,88.44,103.58,416.28,87.79
4/16/1992,74.58,108.73,88.7,90.6387,83.15,85.94,94.75,89.14,104.39,416.05,88.39
4/17/1992,74.58,108.73,88.7,90.6387,83.15,85.94,94.75,89.14,104.39,416.05,88.39
4/20/1992,73.63,105.51,87.73,88.9016,82.18,85.99,92.77,88.65,103.62,410.16,87.6
4/21/1992,73.19,105.96,87.77,88.6824,82.95,86.4,92.4,89.05,103.48,410.26,87.29
4/22/1992,73.54,104.7,86.64,88.7023,84.27,87.65,92.2,88.56,103.32,409.81,86.93
4/23/1992,73.26,103.5,87.67,89.2169,84.58,88.4,92.71,89.65,103.52,411.6,87.53
4/24/1992,72.22,104.2,88.65,87.8969,83.55,87.49,91.98,89.12,103.25,409.02,86.63
4/27/1992,71.35,104.77,89.44,87.3746,83,87.93,92.06,88.1,102.98,408.45,86.48
4/28/1992,70.63,105.41,90.28,87.2574,82.69,88.05,92.31,88.62,103.27,409.11,86.44
4/29/1992,72,106.67,90.05,88.4134,83.83,88.22,92.67,89.27,103.43,412.02,86.71
4/30/1992,73.65,107.36,91.84,88.6465,83.42,88.49,93.39,90.45,104.13,414.95,86.99
5/1/1992,73.49,107.06,91.3,87.5204,83.23,88.15,92.88,89.9,103.87,412.53,86.33
5/4/1992,74.07,109.09,91.95,88.442,84.39,89.06,93.84,90.32,104.81,416.91,87.19
5/5/1992,75.03,109.16,91.62,88.6809,84.75,88.44,93.5,89.81,105.71,416.84,86.97
5/6/1992,75.08,108.15,91.19,88.8802,85.21,88.31,93.64,89.56,105.65,416.79,87.41
5/7/1992,74.84,108.03,90.89,88.7295,84.96,87.91,93.58,89.4,105.3,415.85,87.19
5/8/1992,74.53,107.82,91,88.8598,85.17,88,93.62,89.21,105.66,416.05,87.3
5/11/1992,74.57,108.47,91.51,89.385,86.17,87.85,94.37,89.77,105.95,418.49,87.95
5/12/1992,74.43,107.38,90.62,88.896,86.07,87.47,93.87,88.93,105.91,416.29,87.74
5/13/1992,73.79,107.19,90.64,89.0344,86.69,87.3,94.1,89.34,106.29,416.45,87.35
5/14/1992,72.63,105.71,91.18,87.6741,85.52,87.71,93.33,89.33,105.6,413.14,86.43
5/15/1992,72.22,105.17,90.12,86.8947,84.81,87.2,92.7,88.61,105.4,410.09,85.74
5/18/1992,71.48,105.81,91.5,88.1479,85.13,88.04,93.44,88.89,105.82,412.81,85.8
5/19/1992,72.11,107.6,91.65,89.0514,86.01,88.61,94.01,89.62,106.79,416.37,86.51
5/20/1992,72.02,107.13,90.77,88.5504,86.33,88.86,94,89.56,106.74,415.39,86.22
5/21/1992,71.78,106.53,91.24,87.6754,85.51,87.38,93.4,88.82,105.97,412.6,85.69
5/22/1992,72.39,107.35,92.85,87.7814,85.57,87.16,93.27,88.98,106.07,414.02,85.86
5/25/1992,72.39,107.35,92.85,87.7814,85.57,87.16,93.27,88.98,106.07,414.02,85.86
5/26/1992,71.57,105.18,97.82,86.6414,84.09,85.57,91.68,88.93,105.84,411.41,84.9
5/27/1992,72.09,105.31,95.28,87.2752,84.45,86.5,92.49,88.66,106.23,412.17,85.32
5/28/1992,72.66,108.07,95.62,88.3156,85.01,86.16,94.41,89.56,107.22,416.74,86.01
5/29/1992,72.41,107.33,94.24,88.4783,84.88,85.72,94.34,89.73,106.44,415.35,85.89
6/1/1992,72.26,108.76,94.65,89.4027,85.16,85.96,94.59,89.91,106.28,417.3,86.12
6/2/1992,72.38,104.01,94.29,88.871,84.94,84.92,94.02,90.11,105.82,413.5,85.49
6/3/1992,71.94,103.61,95.67,89.5305,85.5,85.24,93.9,89.71,106.01,414.59,85.63
6/4/1992,71.28,103.11,95.95,89.7733,84.95,84.97,92.68,89.73,105.55,413.26,85.68
6/5/1992,71.88,103.06,96,89.1856,84.94,85.69,92.4,89.7,105.8,413.48,86.15
6/8/1992,72.03,100.97,95.91,89.1678,85.57,86.57,92.87,89.42,106.26,413.36,85.93
6/9/1992,71.55,100.05,95.98,88.3102,84.58,86.21,91.71,88.61,106,410.06,85.11
6/10/1992,70.47,98.43,96.03,87.7213,84.03,86.56,90.8,88.12,106.01,407.25,84.3
6/11/1992,71.34,99.63,96.58,87.71,84.32,87.03,91.05,88.22,106.47,409.05,84.55
6/12/1992,71.42,100.13,95.26,88.0918,84.7,87.02,91.55,88.71,106.81,409.76,84.71
6/15/1992,71.33,99.96,95.69,88.6424,84.96,87.09,91.29,88.64,107.34,410.29,84.66
6/16/1992,70.02,99.84,95.21,88.4328,84.57,86.66,90.13,88.25,107.53,408.32,84.73
6/17/1992,68.52,98.19,94.56,86.2823,83.07,86.38,88.8,87.16,106.65,402.26,83.38
6/18/1992,68.74,98.52,93.35,86.3927,82.77,86.08,88.95,85.9,106.52,400.96,82.76
6/19/1992,69.42,99.42,93.91,87.0968,83.16,86.81,89.85,86.09,107.04,403.67,82.99
6/22/1992,69.55,101.72,92.78,86.7352,82.9,86.69,90.1,85.43,106.86,403.4,82.64
6/23/1992,69.98,101.31,92.04,87.0052,83.8,86.56,90.62,85.86,106.85,404.04,82.62
6/24/1992,70.38,99.98,92.51,86.7894,83.95,85.92,90.88,86.48,106.55,403.83,82.65
6/25/1992,69.85,99.81,91.46,86.6219,84.35,85.72,90.93,86.67,106.12,403.12,82.69
6/26/1992,69.94,100.28,91.13,86.6115,85.18,85.93,90.78,86.23,105.82,403.45,82.88
6/29/1992,71.72,102.51,92.53,88.1366,86.21,86.93,91.68,87.06,106.25,408.94,83.58
6/30/1992,71.16,102.15,91.56,88.0721,86.47,87.09,91.62,87.35,106.37,408.14,83.21
7/1/1992,72.22,104.13,91.66,88.7682,87.53,88.16,93.17,88.29,106.93,412.88,84.31
7/2/1992,70.56,103.7,91.98,87.8092,88.31,88.34,94.07,87.08,107.51,411.77,83.38
7/3/1992,70.56,103.7,91.98,87.8092,88.31,88.34,94.07,87.08,107.51,411.77,83.38
7/6/1992,70.99,105.85,92.71,87.5887,88.16,89.24,95.14,86.57,108.21,413.84,83.2
7/7/1992,69.54,104.29,92.06,85.9108,87.24,89.33,94.45,84.36,108.78,409.16,82.24
7/8/1992,70.49,105.05,92.08,85.9655,87.04,89.83,94.77,84.28,109.53,410.28,82.27
7/9/1992,71.29,105.53,92.36,87.415,87.87,90.31,96.06,85.6,109.64,414.23,83.02
7/10/1992,71.39,104.99,92.43,87.9124,88.73,90.22,96.13,85.38,109.65,414.62,82.83
7/13/1992,71.83,105.31,92.49,88.0285,88.3,90.22,95.82,85.52,109.92,414.87,83.09
7/14/1992,72.46,105.23,94.67,88.5944,88.73,90.64,96.01,86.35,110.69,417.68,83.55
7/15/1992,73.43,104.94,93.76,88.7717,87.97,90.8,95.85,85.49,110.87,417.1,83.84
7/16/1992,73.79,105.08,94.03,88.7313,86.93,91.7,95.88,86.24,110.99,417.54,83.86
7/17/1992,71.78,104.99,93.46,88.2742,86.76,91.44,95.84,85.89,110.64,415.62,83.45
7/20/1992,70.75,104.03,93.12,87.7943,87.39,91.36,95.26,85.42,110.18,413.75,83.02
7/21/1992,71.12,103.59,92.85,87.8343,87.35,90.89,95.77,85.48,109.77,413.76,83.21
7/22/1992,70.48,103.85,92.68,86.9148,87,90.07,94.32,84.7,109.85,410.93,82.63
7/23/1992,71.18,103.74,93.41,87.1248,87.05,90.61,94.46,84.77,109.9,412.08,82.85
7/24/1992,71.38,104.33,93.12,87.0136,86.42,90.44,94.2,84.92,110.35,411.6,82.51
7/27/1992,70.84,106.12,92.36,87.2421,85.98,90.5,93.69,84.61,110.69,411.54,82.64
7/28/1992,71.9,107.44,93.48,88.7945,87.59,91.64,95.27,85.93,111.75,417.52,83.59
7/29/1992,72.43,108.35,94.09,89.9189,88.34,92.45,96.3,88.1,112.67,422.23,84.86
7/30/1992,72.88,108.68,95.49,90.2335,88.72,92.57,96.33,88.31,112.94,423.92,85.12
7/31/1992,72.84,108.43,95.59,90.1744,88.64,92.77,96.8,88.57,113.44,424.21,84.92
8/3/1992,73.07,109.92,95.97,90.2015,88.79,92.54,97.24,88.14,113.42,425.09,84.7
8/4/1992,72.83,110.03,96.14,89.779,88.42,92.6,97.2,88.19,112.9,424.36,84.35
8/5/1992,71.56,109.4,95.28,89.4895,88.22,92.26,97.02,87.75,112.08,422.19,83.99
8/6/1992,70.37,108.9,94.61,88.8492,88.06,92.43,97.01,87.67,111.61,420.59,83.83
8/7/1992,68.17,108.61,94.27,88.7064,88.07,91.96,96.87,87.1,111.72,418.88,83.51
8/10/1992,68.94,108.44,95.02,88.8664,87.61,91.96,97.28,86.83,111.67,419.42,83.45
8/11/1992,68.75,108.2,95.34,88.8219,87.77,92.13,96.91,86.31,111.41,418.9,83.21
8/12/1992,68.67,107.94,95.3,88.3875,87.87,92.19,96.7,85.32,111.52,417.78,82.78
8/13/1992,68.71,107.7,96.5,88.5903,87.55,92.28,96.9,84.17,111.35,417.73,82.4
8/14/1992,68.91,108.61,96.05,89.0947,88.24,93.04,97.37,85.16,111.39,419.91,82.91
8/17/1992,68.72,108.88,95.77,89.2408,88.15,93.96,97.7,85.42,111.31,420.74,83.26
8/18/1992,67.93,109.2,96.41,89.4295,87.68,93.81,98.06,85.51,111.94,421.34,83.5
8/19/1992,66.87,108.07,96.74,88.5084,85.94,93.25,97.44,85.21,111.98,418.18,82.95
8/20/1992,66.71,107.8,96.8,88.5034,85.98,93.48,97.75,84.74,112.19,418.26,82.99
8/21/1992,66.6,106.11,95.23,87.753,85.67,93.1,97.24,83.86,112.4,414.85,82.19
8/24/1992,65.69,105.37,95.77,86.259,84.04,92.3,96.54,83.02,111.11,410.72,81.13
8/25/1992,66.61,106.2,96.06,86.435,83.88,92.88,96.63,82.87,111,411.61,80.9
8/26/1992,67.01,107.09,96.19,87.2939,84.44,93.02,96.92,83.16,111.26,413.51,81.03
8/27/1992,67.47,106.18,95.68,87.5712,84.99,91.95,97.03,83.42,111.29,413.53,81.49
8/28/1992,67.41,105.37,96.98,87.7171,85.34,91.8,97.7,84.26,111.56,414.84,81.61
8/31/1992,67.62,104.45,97.47,87.7921,84.68,91.56,97.52,83.69,111.24,414.03,81.63
9/1/1992,68.39,105.7,97,88.0968,85.25,92.05,98.23,83.94,111.17,416.07,82.08
9/2/1992,69.52,105.41,96.96,88.7114,85.81,92.12,98.73,84.68,111.01,417.98,82.78
9/3/1992,69.27,106.43,95.66,88.9358,85.57,91.82,99.1,84.77,110.7,417.98,82.96
9/4/1992,68.58,106.58,95.69,88.3124,85.46,92.12,99.06,84.2,111.11,417.08,82.57
9/7/1992,68.58,106.58,95.69,88.3124,85.46,92.12,99.06,84.2,111.11,417.08,82.57
9/8/1992,68.61,105.37,95.55,87.7733,84.05,91.44,98.97,83.34,110.82,414.44,81.99
9/9/1992,69.81,105.62,95.64,88.4417,84.11,92.15,99.31,83.59,110.93,416.36,82.46
9/10/1992,70.81,105.73,96.7,89.6465,84.72,92.41,100.02,84.38,111.18,419.95,83.6
9/11/1992,70.84,105.61,96.17,89.7243,84.5,91.88,100.19,84.54,110.85,419.58,83.71
9/14/1992,72.26,106.9,95.9,91.4093,86.06,92.43,100.94,87.1,110.75,425.27,85.87
9/15/1992,70.37,104.82,95.46,90.1358,85.15,91.39,99.7,85.72,109.75,419.77,84.88
9/16/1992,69.25,104.66,96.52,90.0187,85.28,91.47,100.15,85.32,109.94,419.92,84.7
9/17/1992,69.86,104.16,96.75,89.9211,85.09,90.84,100.43,85.3,109.69,419.93,85.01
9/18/1992,70.26,104.79,97.29,90.5218,86.05,92,100.93,86.2,110.36,422.93,85.45
9/21/1992,70.32,104.46,97.35,90.5396,86.11,91.75,100.66,85.73,110.49,422.14,84.92
9/22/1992,69.32,103.33,96.53,89.5525,85.23,90.79,98.79,84.81,109.74,417.14,83.85
9/23/1992,69.92,103.27,97.01,89.766,85.15,91.83,98.28,84.16,109.71,417.44,83.8
9/24/1992,69.31,102.63,96.83,89.9622,86.24,91.78,99.09,84.4,110.22,418.47,84.19
9/25/1992,68.69,98.64,96.08,88.7945,86.2,91.72,98.44,83.62,110.38,414.35,83.64
9/28/1992,68.87,97.73,97.52,89.3132,86.44,92.18,99.09,84.25,111.03,416.62,84.43
9/29/1992,68.61,98.44,97.23,89.4032,86.61,92.27,99.04,83.97,111.03,416.8,84.5
9/30/1992,68.39,98.74,97.22,89.8032,87.55,92.75,98.93,83.75,111.46,417.8,84.68
10/1/1992,66.94,98.14,97.14,89.1723,88.22,92.45,99.18,82.95,111.03,416.29,84.2
10/2/1992,66.02,96.24,96.31,87.7401,87.05,91.25,98.07,81.53,110.02,410.47,82.76
10/5/1992,66.44,96.31,95.18,87.1625,86.18,90.53,97.28,80.62,109.27,407.57,82.03
10/6/1992,67.46,95.33,94.44,87.3224,86.36,90.25,96.87,80.98,109.02,407.18,82.26
10/7/1992,66.64,95.81,93.74,86.4982,86.05,89.51,95.75,79.99,108.59,404.25,81.64
10/8/1992,67.56,96.83,94.18,87.4469,86.2,90.47,96.77,80.69,109.15,407.75,82.34
10/9/1992,66.57,95.18,92.58,85.9089,85.54,90.18,95.67,79.44,108.41,402.66,81.5
10/12/1992,66.92,96.42,93.44,87.3566,86.62,91.83,96.71,80.17,109.29,407.44,82.29
10/13/1992,67.26,96.9,93.34,87.7753,86.71,92.41,97.62,80.69,109.48,409.3,82.67
10/14/1992,67.01,98.1,93.6,87.5817,86.6,91.92,97.85,80.06,109.45,409.37,82.61
10/15/1992,65.91,99.21,94.25,87.6876,86.7,91.95,97.33,80.08,109.74,409.6,82.49
10/16/1992,66.06,98.79,94.55,88.4472,87.4,92.27,97.56,81.42,109.86,411.73,83.3
10/19/1992,66.52,100.35,94.8,89.3821,88.78,92,98.25,82.25,109.94,414.98,83.9
10/20/1992,66.59,99.72,94.49,90.2456,89.1,91.89,98.3,82.46,109.51,415.48,84.17
10/21/1992,67.07,99.49,94.47,90.8254,89.08,90.79,98.43,82.64,109.07,415.67,84.36
10/22/1992,66.95,99.12,94.21,90.8611,88.33,89.99,98.26,82.82,108.99,414.9,84.71
10/23/1992,67.24,97.87,94.06,91.0694,88.46,90.1,97.16,83.04,108.91,414.1,84.9
10/26/1992,67.61,99.75,94.05,92.1884,89.64,91.34,98.15,83.58,109.35,418.16,85.58
10/27/1992,67.05,99.63,94.52,92.2788,89.79,91.48,98.55,83.73,109.56,418.49,85.27
10/28/1992,68.38,99.73,94.26,92.1452,90.05,92.23,98.88,84.78,109.91,420.13,85.81
10/29/1992,68.32,100.61,93.83,92.3918,90.16,92.17,99.27,85.33,110.76,420.86,85.42
10/30/1992,68.1,101.3,92.47,91.6139,89.58,91.74,98.81,85.14,110.64,418.68,84.78
11/2/1992,69.13,102.59,91.86,92.9223,90.29,92.53,99.74,86.03,111.06,422.75,86.24
11/3/1992,68.7,101.58,90.09,92.8836,90.1,90.97,98.99,86.22,110.15,419.92,86.06
11/4/1992,68.8,99.36,88.96,92.7607,89.75,90.75,97.9,85.66,109.85,417.11,85.94
11/5/1992,69.39,98.96,89.17,92.695,90.46,90.46,99.02,85.75,109.23,418.34,86.46
11/6/1992,69.53,98.73,88.71,92.6397,90.86,89.99,98.77,85.36,108.98,417.58,86.28
11/9/1992,69.72,99.11,89.17,93.0656,91.6,89.63,98.88,85.37,108.31,418.59,86.49
11/10/1992,70.06,100.14,89.74,93.1564,92.07,88.98,98.77,84.1,107.99,418.62,86.1
11/11/1992,69.89,103.38,89.4,93.8246,92.77,89.87,100.19,84.32,108.37,422.2,86.45
11/12/1992,69.19,104.21,89.62,93.8384,93.17,89.98,100.22,84.69,108.47,422.87,86.51
11/13/1992,69.34,103.17,89.31,93.9196,93.15,90.36,100.42,84.26,108.42,422.43,86.41
11/16/1992,68.63,103.29,88.81,93.7342,92.54,91.04,99.92,83.4,108.59,420.68,85.46
11/17/1992,67.21,103.53,88.58,93.7192,91.98,90.78,99.87,82.71,109.08,419.27,84.81
11/18/1992,68.23,104.56,89.9,94.2765,92.57,92.14,100.34,83.5,109.77,422.85,85.31
11/19/1992,68.03,104.77,90.27,94.721,92.35,93.2,100.49,83.15,109.9,423.61,85.22
11/20/1992,68.98,105.14,91.05,95.9152,92.77,93.83,100.84,83.58,110.33,426.65,85.97
11/23/1992,68.49,104.27,89.79,95.5964,92.81,93.66,100.33,83.15,109.96,425.12,86.6
11/24/1992,69.62,104.91,89.78,96.3478,93.36,93.99,100.81,84.06,109.53,427.59,87.26
11/25/1992,69.77,104.72,89.83,96.785,94.6,94.44,100.83,84.79,109.26,429.19,87.8
11/26/1992,69.77,104.72,89.83,96.785,94.6,94.44,100.83,84.79,109.26,429.19,87.8
11/27/1992,70.23,104.91,89.34,97.3564,94.89,93.76,100.83,85.93,109.46,430.16,88.23
11/30/1992,71.53,103.89,89.62,97.9879,95.26,93.73,100.66,86.8,109.55,431.35,88.64
12/1/1992,71.43,104.87,88.77,97.2596,94.83,93.57,100.9,87.48,109.28,430.78,88.46
12/2/1992,71.17,104.55,88.07,97.171,94.57,93.44,100.75,87.58,108.97,429.89,88.47
12/3/1992,71.6,104.8,87.93,97.0775,94.84,93.49,100.92,87.15,108.63,429.91,88.29
